#;LLR;kumul.;Häufig;links;rechts;Kookkurrenzen;syntagmatische Muster;


;758;86;72750;1;1;3;Conquest Paradise ;100% Maske ... Conquest ... Paradise

;759;86;72751;1;-4;-3;rätselhaften;100% Maske ... rätselhaften

;760;86;72752;1;1;2;aufziehen;100% Maske ... aufziehen

;761;85;72781;29;1;1;wirkt; 58% es|dem Bild wirkt [als würde|die] Maske des|geradezuFilmstars|schmalbrüstig

;762;85;72832;51;-3;-2;Personen; 80% Personen mit|die|ohne keine Maske

;763;85;72845;13;2;5;dahinter; 76% die Maske [... und die ...] dahinter

;764;85;72855;10;-5;4;erkennt; 80% der Maske [die wir uns vorbinden] erkennt

;765;85;72869;14;-5;5;Hut; 57% Hut und ... der Maske

;766;85;72876;7;-3;-2;setze; 71% setze keine die Maske auf

;767;85;72883;7;-3;-3;öffnet; 71% seinen Spind öffnet und die Maske direkt neben

;768;85;72887;4;-5;4;verrutschte;100% verrutschte die Maske

;769;85;72888;1;2;5;Snob;100% Maske ... Snob

;770;85;72889;1;1;1;aufzuziehen;100% Maske aufzuziehen

;771;85;72893;4;-2;-2;Beatmungsfällen;100% von semi-akuten Beatmungsfällen mit Maske oder High-Flow-Sauerstofftherapie

;772;84;72898;5;-1;-1;transparente;100% die transparente Maske

;773;84;72900;2;1;1;ausblasen;100% Maske ausblasen

;774;84;72901;1;-1;-1;kleinste;100% kleinste Maske

;775;84;72904;3;-5;-2;Grinsen; 66% Maske ... mit ... Grinsen

;776;84;72915;11;-5;5;Geschäften; 81% ohne Maske der in|Zutritt|Bussen zu|Bahnen und Geschäftenoder

;777;83;72917;2;1;5;Plastik; 50% Maske Plastik

;778;83;72922;5;-4;-2;Fechter; 60% Fechter ... die Maske

;779;83;72926;4;-1;-1;goldener;100% mit goldener Maske

;780;83;72930;4;-1;-1;Debütalbum; 50% Maske ... das Debütalbum

;781;83;72932;2;1;1;rumlaufen;100% Maske rumlaufen

;782;82;72945;13;-2;-1;Art; 76% die Art ... der mit ... Maske

;783;82;72961;16;-1;-1;schöne; 93% als|die schöne [...] Maske

;784;82;72963;2;2;5;Boxsport; 50% Maske ... Boxsport

;785;82;72978;15;2;3;Gerät Tipps Problemen Aufklärung ;100% und Tipps bei Problemen mit Maske und Gerät sowieAufklärung über

;;;72983;5;2;3;Gerät Tipps Problemen ;100% und Tipps bei|zu Problemen mit Maske und Gerät

;;;72996;13;2;3;Gerät ; 61% Umgang mit Gerät [und] Maske und Zubehör

;786;82;73002;6;-1;-1;blauen; 83% blauen [...] Maske

;787;82;73003;1;-1;-1;wertvollen;100% wertvollen ... Maske

;788;82;73004;1;-5;-2;Kapuzenshirt;100% Kapuzenshirt ... Maske

;789;82;73005;1;-5;5;versteinert;100% Maske versteinert

;790;82;73010;5;4;4;Kieske;100% Erich Maske zum|den ... Lothar Kieske zum

;791;82;73013;3;-4;-3;Friedlands;100% Friedlands Coach Reiner Maske

;792;82;73019;6;-5;4;Zutritt; 83% Zutritt ohne Maske

;793;82;73020;1;-2;-2;Ausziehen;100% Ausziehen ... Maske

;794;81;73352;332;-4;-3;dass; 79% dass [... die ...] Maske

;795;81;73378;26;-1;-1;meiner; 80% meiner [... die] Maske

;796;81;73381;3;-4;5;Kittel; 66% Maske ... Kittel

;797;81;73385;4;-3;5;Schutzschild; 50% Maske ... Schutzschild

;798;81;73386;1;-2;5;Box-Rentner;100% Box-Rentner Maske

;799;81;73390;4;-5;-2;Tarnanzug; 75% Tarnanzug und Maske

;800;81;73391;1;-5;4;Wegerle Christine ;100% Christine Wegerle ... Maske

;801;81;73392;1;-2;3;Lindenholz;100% Maske ... Lindenholz

;802;81;73393;1;-5;2;Halbschwergewichtler;100% Halbschwergewichtler Maske

;803;81;73396;3;2;4;Suhren; 66% Maske + Suhren

;804;80;73489;93;-4;-2;mir; 53% mir ... die Maske

;805;80;73692;203;1;3;sagt; 53% sagt [...] Maske

;806;80;73694;2;1;1;eintragen;100% Maske [...] eintragen

;807;80;73716;22;-1;-1;Meine;100% Meine [...] Maske

;808;80;73719;3;-1;-1;Jan-Florian;100% Jan-Florian Maske

;809;80;73720;1;-4;-2;Budapest;100% Budapest ... Maske

;810;80;73725;5;-1;-1;komischen; 80% der komischen [...] Maske

;811;80;73730;5;-5;-2;Fell; 80% Fell [und] Maske

;812;80;73753;23;-3;-3;Schuss;100% einem Schuss an der|die Maske getroffen ...

;813;80;73758;5;2;5;Puder; 60% Maske ... Puder

;814;80;73760;2;-5;4;dt;100% dt [...] Maske

;815;80;73764;4;1;1;auflief;100% mit Maske auflief

;816;79;73767;3;-1;-1;bleichen; 66% bleichen Maske

;817;79;73777;10;1;1;sorgten; 60% für die Maske [...] sorgten

;818;79;73779;2;-5;4;Grimasse;100% Maske ... und Grimasse

;819;79;73788;9;-4;3;Styling; 66% das Styling in|und der Maske

;820;79;73790;2;-1;-1;grellen;100% grellen Maske

;821;79;73792;2;-5;5;verzerrt;100% verzerrt die Maske

;822;79;73793;1;1;5;aufträgt;100% Maske aufträgt

;823;79;73798;5;-1;-1;Eiserne;100% Eiserne [...] Maske

;824;79;73801;3;-5;5;Scully; 66% Maske ... Scully

;825;79;73802;1;-4;3;Neoprenanzug;100% Neoprenanzug ... Maske

;826;78;73812;10;-4;-3;Max; 50% Max ... die Maske

;827;78;73859;47;-3;-2;oft; 65% oft [in der|die] Maske

;828;78;73860;1;2;2;Fröhlichkeit;100% Maske ... Fröhlichkeit

;829;78;73863;3;-5;5;Schlosserei Schreinerei ;100% Schreinerei [...] Schlosserei [Malerei KleiderkammerNäherei] Maske ... und

;;;73866;3;-5;5;Schlosserei ; 66% Schlosserei Malersaal ... und|Kostüm ... Maske

;830;78;73870;4;1;5;Aggro; 75% Maske [...] Aggro

;831;78;73871;1;2;5;anliegt;100% Maske ... anliegt

;832;78;73879;8;-5;4;Mephisto; 50% Mephisto ohne Maske

;833;78;73885;6;-1;-1;demokratische;100% seine demokratische Maske fallen

;834;78;73888;3;4;5;17,59;100% Rückkampf den Maske klar gewann wollten gar 17,59

;835;78;73894;6;-1;-1;obligatorische;100% sowie die obligatorische [...] Maske

;836;78;73906;12;2;4;Ohren; 58% Ohren [Läufe der Schnauzpartie] Maske

;837;78;73907;1;-4;4;weißem;100% Maske ... weißem

;838;78;73909;2;-5;5;desinfiziert; 50% Maske ... desinfiziert

;839;78;73912;3;-4;4;Mönk Elisabet Siedenbollentin Manfred ; 66% Siedenbollentin Manfred Maske ... und Elisabet Mönk

;;;73914;2;-4;4;Mönk Elisabet Manfred ;100% Elisabet Mönk ... und Manfred Maske

;;;73915;1;-4;4;Mönk Siedenbollentin Manfred ;100% Siedenbollentin Manfred Maske ... Mönk

;;;73916;1;-4;4;Mönk Manfred ;100% Mönk ... Manfred Maske

;840;78;73924;8;-2;-2;Absetzen;100% Auf und Absetzen der|sollte man die Maske

;841;78;73929;5;-3;3;Tutanchamuns; 60% Tutanchamuns Maske

;842;78;73930;1;-5;5;Gesichtshälfte;100% Maske ... Gesichtshälfte

;843;78;73934;4;-3;-3;Fledermaus-Umhang;100% Stürmer einen Fledermaus-Umhang und die Maske die der

;844;78;73938;4;-5;5;Abstandsregel; 50% Maske [...] Abstandsregel

;845;77;74068;130;1;1;gegen; 50% Maske [...] gegen

;846;77;74069;1;1;5;bedeckte;100% Maske ... bedeckte

;847;77;74071;2;1;5;übergestreift;100% Maske übergestreift

;848;77;74075;4;-5;-1;Gründgens;100% Gründgens ... der Maske

;849;77;74078;3;-5;-3;Böse Guten ;100% Böse in der Maske des Guten

;;;74082;4;-5;-3;Böse ;100% Böse ... die Maske

;850;77;74083;1;-4;5;dellarte;100% Maske ... dellarte

;851;77;74087;4;-5;1;lüftete;100% lüftete ... seine|die Maske

;852;77;74091;4;-4;4;Sichtfenster; 75% Sichtfenster der Maske ist ...

;853;77;74092;1;-4;4;Kulissenbau;100% Maske ... Kulissenbau

;854;77;74095;3;1;4;einzugeben;100% Maske einzugeben

;855;77;74102;7;1;5;gefertigt;100% die|erste Maske [die|aus einem Holzblock] gefertigt

;856;77;74105;3;-4;4;Desinfektion;100% Maske [und] Desinfektion

;857;76;74110;5;-2;-1;brav;100% brav [...] Maske

;858;76;74118;8;-4;-1;Album; 75% Album Maske

;859;76;74119;1;-5;4;Rächers;100% Rächers ... Maske

;860;76;74123;4;1;1;abnehme;100% die Maske abnehme

;861;76;74124;1;2;3;Gesichtshelms;100% Maske ... Gesichtshelms

;862;76;74134;10;-2;-2;freiwillig; 60% Maske [...] freiwillig

;863;76;74139;5;-2;-2;Jedem;100% Jedem seine Maske

;864;76;74144;5;-5;-5;Gruppenaktivität;100% Gruppenaktivität teilnehmen - alles mit Maske

;865;75;74150;6;-5;5;Gips; 66% Gips ... die Maske

;866;75;74167;17;1;1;getroffen; 88% an der Maske getroffen wurde

;867;75;74175;8;-5;-2;Kunde;100% ein|der ... Kunde ohne|kommen -|mit Maske

;868;75;74184;9;-5;3;Massage; 66% Massage [... und] Maske

;869;75;74185;1;2;5;Wuest Susanne ;100% Maske ... Susanne Wuest

;870;75;74187;2;1;3;herumzulaufen;100% Maske herumzulaufen

;871;75;74194;7;1;3;sobald; 57% sobald die Maske

;872;75;74195;1;2;5;Klitschko-Brüder;100% Maske ... Klitschko-Brüder

;873;75;74204;9;2;3;Williams; 66% Maske - ... Williams

;874;75;74209;5;-1;-1;dieselbe; 80% dieselbe [...] Maske

;875;75;74218;9;-5;5;Gewand; 77% die Maske und an das übelriechende Gewand

;876;75;74222;4;2;2;Teufels;100% die Maske des Teufels

;877;75;74223;1;-4;4;Essner;100% Essner Maske

;878;75;74225;2;-5;-1;Crèmchen;100% Crèmchen ist Crèmchen [...] Maske

;879;74;74228;3;2;2;Guten; 66% Maske des Guten

;880;74;74232;4;2;3;Sokrates; 75% Maske ... des Sokrates

;881;74;74240;8;-5;4;schwarz; 75% die Maske [...] schwarz

;882;74;74244;4;1;5;erkannt;100% Maske [nicht] erkannt

;883;74;74248;4;-4;3;entreißt; 75% Maske entreißt

;884;74;74249;1;2;2;Vollvisier;100% Maske ... Vollvisier

;885;74;74255;6;4;4;9; 66% Maske ... 9

;886;74;74257;2;2;2;Wohltäters;100% Maske des Wohltäters

;887;74;74260;3;-2;-1;antike;100% die antike Maske

;888;74;74263;3;-1;-1;entstellender;100% entstellender Maske

;889;74;74267;4;-3;-3;Weihnachtsmann-Mantel;100% der Weihnachtsmann-Mantel und die Maske deponiert im

;890;74;74270;3;1;1;heruntergezogen;100% Maske heruntergezogen

;891;74;74274;4;-4;5;mask;100% mask ... Maske

;892;74;74286;12;-5;5;Viren; 75% Viren in|an die|der Maske

;893;74;74288;2;-3;4;Hygienemaske; 50% Maske ... Hygienemaske

;894;74;74290;2;-5;5;Attest; 50% Maske ... Attest

;895;74;74292;2;2;4;Infektionsrisiko;100% Maske ... das Infektionsrisiko

;896;74;74293;1;1;4;dabeihaben;100% Maske ... dabeihaben

;897;74;74294;1;-2;5;Gesichtsvisier;100% Maske ... Gesichtsvisier

;898;73;74314;20;-5;-2;erscheint; 65% erscheint in|die der Maske

;899;73;74318;4;-1;-1;spezielle; 50% Maske ... spezielle

;900;73;74346;28;1;1;seines; 67% Angewohnheit seine|die Maske [am Innenspiegel] seinesAutos aufzuhängen

;901;73;74348;2;-1;-1;coole;100% coole Maske

;902;73;74353;5;-5;3;nähen; 80% Maske [um Maske] nähen

;903;73;74363;10;2;2;Ironie; 70% die Maske [des Hellenismus der|die Maske ...] Ironie die

;904;73;74364;1;1;5;einatmen;100% einatmen ... Maske

;905;73;74367;3;-1;-1;entstellenden;100% ihn sehr entstellenden Maske Richards III

;906;73;74368;1;-1;5;Masque;100% Masque Maske

;907;73;74373;5;-5;-2;Sitzt undurchlässig ;100% Sitzt alles richtig ist die Maske undurchlässig

;;;74378;5;-5;-2;Sitzt ;100% Sitzt die Maske

;908;72;74381;3;-5;4;Häs; 66% Häs und Maske

;909;72;74424;43;1;1;sieht; 60% sieht [... der] Maske

;910;72;74429;5;1;5;Nr; 80% Maske [...] Nr

;911;72;74431;2;2;3;Leder; 50% Maske ... Leder

;912;72;74432;1;-5;5;Almsick;100% Almsick ... Maske

;913;72;74435;3;-4;5;Tarnung;100% Maske [...] Tarnung

;914;72;74436;1;-3;5;Steinel Egerer ;100% Egerer ... Steinel Maske

;;;74437;1;-3;5;Steinel ;100% Steinel ... Maske

;915;72;74439;2;-5;-2;Brillenträger; 50% Maske ... Brillenträger

;916;71;74446;7;2;2;Schönheit; 57% Maske der ... Schönheit

;917;71;74450;4;-1;-1;professionelle; 75% die professionelle Maske

;918;71;74482;32;-4;-3;ganzen; 75% den ganzen [Tag mit|die] Maske zu

;919;71;74488;6;-4;5;Maskenbildnerin; 83% die Maske ... der|mit ... Maskenbildnerin

;920;71;74497;9;2;2;Trauer;100% Maske der Trauer

;921;71;74501;4;-1;-1;grüner;100% grüner Maske

;922;71;74503;2;-4;5;maschera; 50% Maske ... maschera

;923;71;74505;2;2;5;Monsters;100% Maske des Monsters

;924;71;74508;3;-4;5;Hubrig Ilka ; 66% Ilka [...] Hubrig Maske

;;;74509;1;-4;5;Hubrig ;100% Hubrig ... Maske

;925;71;74511;2;-2;-2;vorsorglich;100% Maske ... vorsorglich

;926;71;74517;6;-4;4;Eckmann Konservator ;100% Konservator Christian Eckmann habe|hat die Maskeuntersucht und

;;;74521;4;-4;4;Eckmann ;100% für die Maske sagte Eckmann

;927;71;74523;2;-5;5;einhalten; 50% Maske ... einhalten

;928;70;74524;1;2;5;Kopfputz;100% Maske ... Kopfputz

;929;70;74526;2;-1;-1;hellblaue;100% hellblaue Maske

;930;70;74527;1;-3;3;Gesichtsmassage;100% Gesichtsmassage ... Maske

;931;70;74534;7;-3;-3;Faschisten Demokraten ;100% Rückkehr der Faschisten in der Maske der Demokraten

;;;74538;4;-3;-3;Faschisten ;100% Rückkehr der Faschisten in der Maske der Faschistensondern vor

;932;70;74540;2;-5;2;Schutzmantel;100% Schutzmantel und Maske

;933;70;74541;1;-5;5;Maskenpflicht;100% Maske ... Maskenpflicht

;934;69;74597;56;-4;-2;Frau; 76% die Frau [mit der] Maske

;935;69;74600;3;-5;5;engl; 33% Maske ... engl

;936;69;74604;4;2;4;Buchow;100% Maske von Buchow

;937;68;74611;7;1;3;benutzt; 57% als Maske benutzt

;938;68;74625;14;1;1;sorgt; 57% für die Maske [...] sorgt

;939;68;74627;2;4;5;Ansteckung;100% Maske ... vor Ansteckung

;940;68;74638;11;-4;-2;draußen; 63% draußen [dann die] Maske

;941;68;74647;9;2;3;Messer; 88% mit Maske [und ...] Messer

;942;68;74652;5;-4;4;antiken; 80% Maske und im|Chor ... antiken

;943;68;74658;6;-3;-2;Spider-Man;100% Spider-Man mit|seine doppelter Maske

;944;68;74659;1;2;2;Scham;100% Maske ... der ... Scham

;945;68;74660;1;-5;-4;Brightman;100% Brightman ... Maske

;946;68;74664;4;1;5;aussieht;100% Maske ... aussieht

;947;68;74672;8;-2;-1;konsequent;100% konsequent [die] Maske tragen

;948;68;74673;1;1;1;abzieht;100% Maske abzieht

;949;68;74676;3;2;5;gewöhnungsbedürftig; 66% Maske ... gewöhnungsbedürftig

;950;68;74680;4;-2;-1;Friedola;100% Friedola [Taucher-Set] Maske und Schnorchel

;951;67;74686;6;1;1;erhält; 66% Maske [... und] erhält

;952;67;74764;78;1;1;sowie; 60% Maske [...] sowie die ...

;953;67;74767;3;-2;4;Bühnenmeister;100% soll die Maske hinein dort die Bühnenmeister und

;954;67;74773;6;4;4;the; 83% of the ... - Maske

;955;67;74776;3;-5;5;Choreografie; 66% Choreografie ... Maske

;956;67;74784;8;-5;-3;Muss;100% Muss ich der die|in ... Maske

;957;67;74789;5;2;3;netten; 80% der Maske des lieben netten Jungen ...

;958;67;74790;1;-3;-3;Trockentest;100% Trockentest ... Maske

;959;67;74791;1;-3;-3;einzuhalten;100% einzuhalten ... Maske

;960;66;75050;259;2;2;einem; 57% die|der Maske [... in mit] einem

;961;66;75054;4;-1;-1;bunte; 50% Maske [...] bunte

;962;66;75055;1;-5;5;atmet;100% atmet ... Maske

;963;66;75058;3;-3;5;Treuenbrietzen;100% Maske 1964 in Treuenbrietzen

;964;66;75059;1;-2;-1;wiederverwendbare;100% wiederverwendbare Maske

;965;66;75062;3;-5;-3;Reißt;100% Reißt ab die Maske

;966;66;75067;5;-2;-2;Bartes abgebrochenen versehentlich ;100% des versehentlich abgebrochenen Bartes der Maske imAugust

;;;75068;1;-2;-2;Bartes ;100% Bartes ... Maske

;967;66;75072;4;-2;-2;coronakonform;100% coronakonform mit Maske

;968;65;75073;1;-4;5;Shui Ta Vetters ;100% Maske ... Vetters Shui Ta

;;;75076;3;-4;5;Shui Ta ; 66% Maske des ... Shui Ta

;969;65;75087;11;-5;5;echt; 90% Maske [... und ...] echt

;970;65;75088;1;-3;4;Visage;100% Maske ... Visage

;971;65;75089;1;-3;-1;Strumpfhose;100% Maske ... Strumpfhose

;972;65;75090;1;1;5;Sa;100% Maske ... Sa

;973;65;75091;1;1;4;genäht;100% Maske genäht

;974;65;75092;1;-1;-1;eiserner;100% eiserner Maske

;975;65;75096;4;-5;-2;Empfehlung; 75% Empfehlung [...] Maske

;976;64;75101;5;1;5;lächeln; 80% Maske [zu] lächeln

;977;64;75102;1;1;1;zeichnete;100% Maske zeichnete

;978;64;75104;2;1;1;zerbricht; 50% Maske zerbricht

;979;64;75109;5;-5;5;Kampfes; 60% Kampfes ... Maske

;980;64;75111;2;1;5;abgefallen;100% Maske abgefallen

;981;64;75114;3;-1;2;gehörnten; 66% Maske eines gehörnten

;982;64;75115;1;-1;-1;vergoldete;100% vergoldete Maske

;983;64;75120;5;-3;5;Roschack; 60% Maske ... Voß|Schärf ... Roschack

;984;64;75121;1;-5;4;Knieps;100% Knieps ... Maske

;985;64;75123;2;1;1;überzustülpen;100% Maske überzustülpen

;986;64;75124;1;-5;-2;Grashey;100% Grashey ... Maske

;987;63;75159;35;-5;-2;Ob;100% Ob [mit oder ohne] Maske

;988;63;75161;2;-5;5;Überdruck;100% Überdruck ... in ... Maske

;989;63;75168;7;-1;-1;transparenten;100% der transparenten [...] Maske

;990;63;75185;17;-3;-3;Tod; 76% Eros|der Tod und der Maske

;991;63;75186;1;2;5;Silikon;100% Maske ... Silikon

;992;63;75192;6;1;1;Fleet;100% die|der|Firma Maske Fleet GmbH

;993;63;75195;3;-5;5;Flottenzentrum; 66% Flottenzentrum Dello Andreas Maske

;994;63;75222;27;-3;-2;läßt; 77% läßt ... die Maske fallen

;995;63;75223;1;-4;-3;streift;100% streift ... Maske

;996;63;75224;1;-3;-3;grima;100% grima ... Maske

;997;63;75226;2;-5;3;Annina;100% Maske [...] Annina

;998;63;75229;3;-2;5;baumelt;100% baumelt die Maske

;999;63;75236;7;-4;-2;Fahrgästen;100% mit jenen Fahrgästen die keine ohne Maske tragen sagte

;1000;62;75258;22;-2;-2;Zug; 54% ohne Maske [in|den|im] Zug

;1001;62;75290;32;1;1;fiel; 68% fiel ... die Maske

;1002;62;75300;10;1;1;erinnert; 70% erinnert [mit die|feister] Maske an ...

;1003;62;75303;3;3;4;Hauptrolle;100% Maske der Hauptrolle

;1004;62;75304;1;-3;-3;Diebstahl;100% Diebstahl ... Maske

;1005;62;75305;1;1;1;angezogen;100% Maske angezogen

;1006;62;75311;6;1;1;43; 66% Maske [...] 43

;1007;62;75313;2;-5;-1;bleiche;100% bleiche [...] Maske

;1008;62;75314;1;-4;-2;Pulli;100% Pulli ... Maske

;1009;62;75325;11;-5;-2;Überfall; 72% Überfall mit|ohne ... Maske

;1010;62;75326;1;-1;5;Gutperle;100% Maske ... Gutperle

;1011;62;75328;2;-2;-1;grotesken;100% grotesken Maske

;1012;62;75329;1;-4;-4;Dorf;100% Maske ... Dorf

;1013;62;75333;4;-5;5;Totenmaske; 50% Maske ... Totenmaske

;1014;62;75335;2;-3;5;rutscht; 50% Maske ... rutscht

;1015;62;75336;1;2;2;Coolness;100% Maske ... Coolness

;1016;62;75338;2;-4;-3;Asthmatikerin;100% Asthmatikerin und ... Maske

;1017;61;75344;6;-1;-1;blauer; 83% mit blauer Maske

;1018;61;75358;14;-4;-1;Bitte;100% Bitte [mit|nicht ...] Maske tragen

;1019;61;75360;2;-3;-2;Zieh;100% Zieh ... Maske

;1020;61;75366;6;-4;-2;nachts; 66% Maske ... nachts

;1021;61;75370;4;-5;5;Schlauch;100% Schlauch [...] Maske

;1022;61;75418;48;-1;-1;pro; 93% Euro pro [...] Maske

;1023;61;75419;1;-4;5;Luftflasche;100% Luftflasche ... Maske

;1024;61;75429;10;1;1;erscheinen; 80% in mit|der Maske [... zu] erscheinen

;1025;61;75431;2;-5;-2;CPAP; 50% CPAP ... Maske

;1026;61;75432;1;-3;-2;Beatmungsbeutel;100% Beatmungsbeutel ... Maske

;1027;61;75433;1;3;5;Titanic;100% Titanic ... Maske

;1028;61;75436;3;1;4;gepudert;100% in ... Maske [...] gepudert

;1029;61;75439;3;-1;-1;hässliche;100% hässliche Maske

;1030;61;75450;11;1;3;trainieren; 81% mit Maske soll zu|Sinne trainieren

;1031;61;75451;1;-2;-2;Leg;100% Leg ... Maske

;1032;61;75453;2;-4;3;Harbarth-Würz;100% Harbarth-Würz und Erika Bock Maske

;1033;61;75454;1;1;1;juckt;100% Maske juckt

;1034;61;75460;6;-4;2;Kutte; 83% Zwischen Kutte und Maske
